OG0001871	macromolecule glycosylation
OG0002104	protein serine/threonine kinase activity
OG0001465	Belongs to the NiCoT transporter (TC 2.A.52) family
OG0001546	Belongs to the eukaryotic ribosomal protein eL13 family
OG0004928	Belongs to the DHHC palmitoyltransferase family
OG0004009	SNF2 family N-terminal domain
OG0000550	COG1819 Glycosyl transferases, related to UDP-glucuronosyltransferase
OG0007079	inosine biosynthetic process
OG0002716	mitochondrial respiratory chain complex I assembly
OG0005823	Phenylalanyl-tRNA synthetase beta
OG0002424	positive regulation of nuclear receptor transcription coactivator activity
OG0001166	RNA recognition motif
OG0002114	Vacuolar ATP synthase subunit D
OG0006756	N-terminal domain of CBF1 interacting co-repressor CIR
OG0007526	glutamine synthetase
OG0001673	essential for photochemical activity. FB is the terminal electron acceptor of PSI, donating electrons to ferredoxin. The C-terminus interacts with PsaA B D and helps assemble the protein into the PSI complex. Required for binding of PsaD and PsaE to PSI. PSI is a plastocyanin cytochrome c6- ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn
OG0002819	UDP-glucoronosyl and UDP-glucosyl transferase
OG0004934	U5 snRNP-associated
OG0004416	Helical region found in SNAREs
OG0000006	COG3321 Polyketide synthase modules and related proteins
OG0003647	snRNP Sm proteins
OG0001572	Carbamoyl-phosphate synthase small chain, CPSase domain
OG0004057	DNA polymerase iota
OG0006146	Prismane/CO dehydrogenase family
OG0005539	alpha-galactosidase activity
OG0004605	DREV methyltransferase. Source PGD
OG0001032	Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid
OG0000634	bicarbonate binding
OG0000696	C-5 cytosine-specific DNA methylase
OG0004428	MgtC family
OG0007046	Oxidoreductase family, NAD-binding Rossmann fold
OG0002006	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids
OG0000004	Belongs to the protein kinase superfamily
OG0001057	Vacuolar-processing enzyme. Source PGD
OG0005301	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors
OG0000388	GTP-binding protein involved in nucleocytoplasmic transport. Required for the import of protein into the nucleus and also for RNA export. Involved in chromatin condensation and control of cell cycle
OG0005756	Belongs to the aspartokinase family
OG0000401	protein-arginine omega-N asymmetric methyltransferase activity
OG0005601	RING-like zinc finger
OG0002767	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA
OG0001984	X-domain of DnaJ-containing
OG0002881	DCN1. Source PGD
OG0006728	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR
OG0002154	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
OG0000933	Involved in chlorophyll biosynthesis. Catalyzes the insertion of magnesium ion into protoporphyrin IX to yield Mg- protoporphyrin IX
OG0005084	Nicotinamidase
OG0003067	Conserved hypothetical protein
OG0007512	DNA polymerase
OG0004071	Belongs to the peptidase C2 family
OG0003475	Aminotransferase class v
OG0003599	Belongs to the serpin family
OG0000832	PFAM Phosphoglycerate mutase
OG0005992	Pentatricopeptide repeat-containing protein
OG0001334	Oxidoreductase
OG0000027	kinesin. Source PGD
OG0000033	2OG-Fe(II) oxygenase superfamily
OG0002770	Belongs to the CDP-alcohol phosphatidyltransferase class-I family
OG0003542	Cytochrome C oxidase assembly
OG0007305	Source PGD
OG0005599	phosphorylase kinase activity
OG0006782	Mitochondrial matrix Mmp37
OG0004411	Nitroreductase family
OG0007574	Starch binding domain
OG0000160	ubiquitin-protein transferase activity
OG0000094	Elongation factor 2
OG0001248	Belongs to the ATG8 family
OG0002425	chloride channel activity
OG0004991	electron transfer flavoprotein-ubiquinone oxidoreductase
OG0000371	ATP binding
OG0003928	Solute carrier family 14 (urea transporter), member
OG0000239	Poly (ADP-ribose) polymerase
OG0004091	2-acylglycerol O-acyltransferase activity
OG0003546	Belongs to the protein kinase superfamily
OG0003173	EF-hand, calcium binding motif
OG0002594	Alpha-kinase family
OG0002186	Glycosyltransferase family 25 (LPS biosynthesis protein)
OG0005213	Mortierella verticillata NRRL 6337
OG0004444	Belongs to the MT-A70-like family
OG0006961	oxidoreductase activity, acting on a sulfur group of donors
OG0006487	Chaperone protein which promotes assembly of the 20S proteasome as part of a heterodimer with PSMG1
OG0006392	Belongs to the MCM family
OG0002832	Ergosterol biosynthesis ERG4/ERG24 family
OG0005732	Lipase (class 3)
OG0004503	cysteine-type peptidase activity
OG0004701	Jumonji domain containing 4
OG0004338	Thioredoxin-like
OG0003627	glutathione peroxidase activity
OG0007313	oxidative phosphorylation uncoupler activity
OG0004101	protein serine/threonine phosphatase activity
OG0001350	translation elongation factor activity
OG0003688	rna exonuclease
OG0004281	telomeric D-loop binding
OG0006176	procollagen-lysine 5-dioxygenase activity
OG0000517	alpha-amylase
OG0001497	Calcium-dependent protein kinase
OG0002172	Heme oxygenase
OG0003353	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex
OG0001372	secondary active sulfate transmembrane transporter activity
OG0000400	Ion channel
OG0004889	Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.
OG0003261	Exosome component EXOSC1/CSL4
OG0005953	conserved protein (COG2071)
OG0006136	Domain present in VPS9
OG0003257	Acyl-coenzyme A thioesterase
OG0005981	snRNP Sm proteins
OG0001337	methyltransferase
OG0002972	Electron carrier protein. The oxidized form of the cytochrome c heme group can accept an electron from the heme group of the cytochrome c1 subunit of cytochrome reductase. Cytochrome c then transfers this electron to the cytochrome oxidase complex, the final protein carrier in the mitochondrial electron-transport chain
OG0005534	ribosomal protein
OG0005240	Thiolesterase that catalyzes the hydrolysis of S-D- lactoyl-glutathione to form glutathione and D-lactic acid
OG0001769	hydrogen-translocating pyrophosphatase activity
OG0007421	hydroxyacylglutathione hydrolase activity
OG0000769	Belongs to the universal ribosomal protein uL3 family
OG0007256	Component of the cytosolic iron-sulfur (Fe-S) protein assembly (CIA) machinery. Required for the maturation of extramitochondrial Fe-S proteins. Part of an electron transfer chain functioning in an early step of cytosolic Fe-S biogenesis. Transfers electrons from NADPH to the Fe-S cluster of the anamorsin DRE2 homolog
OG0002117	alpha-galactosidase
OG0002994	Belongs to the glutathione peroxidase family
OG0003216	Proteasome subunit alpha type
OG0000633	PPPDE putative peptidase domain
OG0000451	Phosphatidylinositol-4-phosphate-5-kinase (PIPK-C). Source PGD
OG0007072	protein serine/threonine phosphatase activity
OG0003740	Protein phosphatase 2b regulatory
OG0007340	NmrA-like family
OG0005553	homolog 6
OG0004919	protein K48-linked ubiquitination
OG0003282	peptidyl-proline hydroxylation to 4-hydroxy-L-proline
OG0006337	Scaffold protein Nfu/NifU N terminal
OG0007030	Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis
OG0005057	belongs to the protein kinase superfamily
OG0001250	Carboxylesterase family
OG0007667	protein kinase activity
OG0003015	Rhomboid-like protein
OG0003013	SacI homology domain
OG0000014	phosphatase
OG0005271	ubiquitin protein ligase binding
OG0002261	alpha beta
OG0006328	UDP-galactose transmembrane transporter activity
OG0002037	C-terminal, D2-small domain, of ClpB protein
OG0005577	Rab subfamily of small GTPases
OG0001395	Belongs to the universal ribosomal protein uS4 family
OG0002461	Inhibitor of nuclear factor kappa-B kinase subunit
OG0001844	Catalyzes the phosphorylation of pyruvate to phosphoenolpyruvate
OG0004369	short chain dehydrogenase
OG0004316	phosphoglycerate dehydrogenase activity
OG0001030	RNA binding
OG0000175	Rab subfamily of small GTPases
OG0000182	Kinase-like
OG0000011	Belongs to the protein kinase superfamily
OG0002445	Peptidyl-prolyl cis-trans isomerase
OG0007312	RING-like zinc finger
OG0002979	Rad17 cell cycle checkpoint protein
OG0005972	N-(5'phosphoribosyl)anthranilate (PRA) isomerase
OG0002480	tRNA-dihydrouridine17 synthase activity
OG0007607	oxidoreductase activity
OG0005796	ribosomal protein
OG0004699	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins
OG0000382	DNA photolyase
OG0005680	Anaphase-promoting complex subunit 4 WD40 domain
OG0002531	Glutathione S-transferase, N-terminal domain
OG0002489	Solute carrier family 18, subfamily B, member 1
OG0000184	calcium ion binding
OG0002572	Belongs to the RuBisCO large chain family
OG0000225	Sodium-dependent phosphate transport protein
OG0003164	The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor
OG0005663	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
OG0007286	Dual specificity protein phosphatase 12. Source PGD
OG0004002	mitochondrial pyruvate transmembrane transport
OG0002348	calcium ion binding
OG0006431	Thaumatin family
OG0001273	-
OG0000344	Adenylyl- / guanylyl cyclase, catalytic domain
OG0001180	protein-disulfide reductase activity
OG0000504	lysine N-methyltransferase activity
OG0000105	Belongs to the MIP aquaporin (TC 1.A.8) family
OG0006737	Belongs to the peroxidase family
OG0006050	Xylose isomerase-like
OG0000106	oxidoreductase activity
OG0002244	Methyltransferase domain
OG0005566	Tyrosyl-DNA phosphodiesterase
OG0001345	histone deacetylase
OG0002201	Ribosomal protein S12
OG0004744	Belongs to the mitochondrial carrier (TC 2.A.29) family
OG0000903	C-type lectin domain family 16, member A
OG0001037	Belongs to the protein kinase superfamily
OG0001535	RNA recognition motif
OG0004996	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
OG0005974	las1-like family
OG0004365	Lysosomal
OG0004000	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another
OG0000094	membrane GTPase involved in stress response
OG0001984	to Saccharomyces cerevisiae DJP1 (YIR004W)
OG0006884	RAB28, member RAS oncogene family
OG0000246	initiation factor 4E
OG0002159	homoserine dehydrogenase activity
OG0002639	acetoin dehydrogenase
OG0002389	3-deoxy-7-phosphoheptulonate synthase activity
OG0000976	tRNA (cytosine-5-)-methyltransferase activity
OG0000972	Serine/Threonine protein kinases, catalytic domain
OG0003270	COG1960 Acyl-CoA dehydrogenases
OG0000724	Exostosin family
OG0001594	Papain family cysteine protease
OG0006275	EF-hand domain
OG0005851	to Saccharomyces cerevisiae PUS9 (YDL036C) and RIB2 (YOL066C)
OG0000097	histone ubiquitination
OG0000761	peptide-methionine (R)-S-oxide reductase activity
OG0003357	Belongs to the GST superfamily
OG0002177	Fumarylacetoacetate (FAA) hydrolase family
OG0006005	transferase activity, transferring hexosyl groups
OG0004882	Pentapeptide repeats (9 copies)
OG0002562	In Between Ring fingers
OG0007064	Not1 N-terminal domain, CCR4-Not complex component
OG0001645	ubiquitin-transferase domain
OG0000368	RNA recognition motif 2
OG0002182	Rhomboid family
OG0000740	Lysine methyltransferase
OG0003945	Bystin
OG0003918	SNF2 family N-terminal domain
OG0006199	Sugar (and other) transporter
OG0002559	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
OG0002495	transporter antisigma-factor antagonist STAS
OG0004473	Ribosomal protein L11 methyltransferase (PrmA)
OG0005309	beta-mannosidase activity
OG0005688	PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin
OG0001257	phosphatase
OG0006878	PP-loop family
OG0006222	Belongs to the eIF-1A family
OG0002494	E3 ubiquitin-protein ligase
OG0001816	Glycosyltransferase family 90 protein
OG0005137	Glutathione S-transferase, N-terminal domain
OG0001578	Mitogen-activated protein kinase
OG0000041	Belongs to the protein kinase superfamily
OG0004370	Belongs to the acetylglutamate kinase family. ArgB subfamily
OG0002993	water dikinase
OG0007098	5-formyltetrahydrofolate cyclo-ligase family
OG0004997	Prolyl 4-hydroxylase alpha subunit homologues.
OG0005968	phosphatase 2C
OG0000004	Protein kinase domain
OG0002358	May be involved in the degradation of misfolded endoplasmic reticulum (ER) luminal proteins
OG0005927	Involved in the glycolate utilization. Catalyzes the condensation and subsequent hydrolysis of acetyl-coenzyme A (acetyl-CoA) and glyoxylate to form malate and CoA
OG0001507	protein serine/threonine kinase activity
OG0003656	RNA-binding protein mei2 homologue
OG0004512	Dynein assembly factor 1, axonemal homolog
OG0000713	Belongs to the citrate synthase family
OG0003258	Heparan-alpha-glucosaminide N-acetyltransferase-like
OG0003744	pseudouridine synthase activity
OG0002762	Belongs to the peptidase M18 family
OG0005962	FAD dependent sulfhydryl oxidase Erv1
OG0001829	DNAJ heat shock N-terminal domain-containing protein
OG0000582	electron transfer activity
OG0005183	component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation
OG0002287	Lanthionine synthetase
OG0000765	Calreticulin family
OG0001424	DDHD
OG0003349	GTPase- Activating Protein
OG0000804	sodium potassium-transporting ATPase subunit
OG0006496	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins
OG0006316	cytidylate kinase activity
OG0002757	Serine-threonine phosophatase 2C
OG0006947	Glutathione S-transferase, N-terminal domain
OG0004023	Domain of unknown function (DUF2431)
OG0001021	fatty acid amide hydrolase activity
OG0001861	Chlorophyll A-B binding protein
OG0006293	tRNA methyltransferase activity
OG0000387	enzyme 1
OG0003955	Taurine catabolism dioxygenase TauD, TfdA family
OG0003452	rRNA (guanine-N7)-methylation
OG0001876	PFAM ATPase family associated with various cellular activities (AAA)
OG0006534	ATP12 chaperone protein
OG0007355	Sir2 family
OG0006113	Belongs to the universal ribosomal protein uS13 family
OG0004100	amidohydrolase
OG0000848	CLN3 protein
OG0001968	3-hydroxyisobutyryl-CoA hydrolase activity
OG0005212	PPP5 TPR repeat region
OG0000173	-
OG0000694	Tetratricopeptide repeat
OG0001773	Peptide methionine sulfoxide reductase
OG0000619	Radical SAM superfamily
OG0001191	Tex protein YqgF-like domain
OG0007163	scopolin beta-glucosidase activity
OG0005892	Predicted ATPase of the ABC class
OG0000888	-
OG0004837	anterograde synaptic vesicle transport
OG0005244	Protein of unknown function
OG0004102	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated
OG0001249	Chlorophyll A-B binding protein
OG0005355	Forkhead associated domain
OG0002211	GH3 domain-containing
OG0003024	NADPH-dependent FMN reductase
OG0000190	dual specificity protein phosphatase
OG0001066	Iron-sulfur protein (IP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q)
OG0001208	inorganic diphosphatase activity
OG0000398	spectrin binding
OG0006569	Aspartyl/Asparaginyl beta-hydroxylase
OG0007048	Phosphoinositide phospholipase C
OG0005669	Catalyzes the synthesis of activated sulfate
OG0000095	Calmodulin
OG0000861	DJ-1/PfpI family
OG0003185	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism
OG0007096	Uncharacterized ACR, COG1678
OG0003486	Enoyl-CoA hydratase
OG0004052	Serine threonine protein kinase
OG0007547	Mitochondrial import inner membrane translocase subunit tim10
OG0006268	Catalyzes both the ATP-dependent activation of exogenously supplied lipoate to lipoyl-AMP and the transfer of the activated lipoyl onto the lipoyl domains of lipoate-dependent enzymes
OG0000617	protein depalmitoylation
OG0002680	Aminotransferase class I and II
OG0000954	cysteine-type peptidase activity
OG0005325	nitrite reductase (NAD(P)H) large subunit
OG0000316	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth
OG0007640	Belongs to the sterol desaturase family
OG0006870	Trifunctional purine biosynthetic protein
OG0005997	Dual specificity tyrosine-phosphorylation-regulated kinase
OG0005628	galactosylceramidase
OG0004486	EF-hand domain pair
OG0007035	RNA methylase family UPF0020
OG0006768	translation initiation factor activity
OG0000519	ATP citrate synthase activity
OG0007697	Cys/Met metabolism PLP-dependent enzyme
OG0002537	Nucleoside diphosphate kinase 7
OG0004141	homolog subfamily B member
OG0001180	cellular oxidant detoxification
OG0001936	Possible membrane-associated motif in LPS-induced tumor necrosis factor alpha factor (LITAF), also known as PIG7, and other animal proteins.
OG0006047	Alkylglycerol monooxygenase
OG0000251	translation elongation factor activity
OG0006714	3',5'-cyclic-nucleotide phosphodiesterase activity
OG0002620	Integral membrane protein TerC family
OG0000511	Belongs to the universal ribosomal protein uS3 family
OG0000778	Transmembrane protein 144
OG0006580	CS domain
OG0001656	Primase and polymerase (DNA-directed)
OG0000036	belongs to the protein kinase superfamily
OG0007214	DUF652 domain protein
OG0001928	Armadillo/beta-catenin-like repeat
OG0004523	Cobalamin synthesis protein cobW C-terminal domain
OG0006333	Catalyzes the conversion of dihydroorotate to orotate with quinone as electron acceptor
OG0000094	Elongation factor
OG0000727	ribosomal protein
OG0006150	phosphoribosyl-ATP diphosphatase activity
OG0007360	Domain of unknown function (DUF4464)
OG0001989	ABC transporter transmembrane region 2
OG0007285	Belongs to the class I-like SAM-binding methyltransferase superfamily. gTMT family
OG0001428	Belongs to the nucleosome assembly protein (NAP) family
OG0001790	AarF domain-containing protein kinase
OG0006412	Belongs to the MsrB Met sulfoxide reductase family
OG0006578	Peptidyl-prolyl cis-trans isomerase
OG0000136	Serine protease family S09X. Source PGD
OG0001836	Pyridine nucleotide-disulphide oxidoreductase
OG0001463	Protein tyrosine kinase
OG0000386	Calcineurin-like phosphoesterase
OG0003518	Amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
OG0000539	rRNA binding
OG0002327	Aminopeptidase puromycin sensitive
OG0002780	Belongs to the helicase family. Dicer subfamily
OG0006498	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
OG0002014	phosphatase 2C
OG0001313	FAD binding domain of DNA photolyase
OG0000426	peptide-aspartate beta-dioxygenase activity
OG0000763	Calcineurin-like phosphoesterase
OG0007554	Solute carrier family 44 member
OG0003885	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
OG0001197	Belongs to the short-chain dehydrogenases reductases (SDR) family
OG0000803	Serine/threonine phosphatases, family 2C, catalytic domain
OG0000616	cysteine-type peptidase activity
OG0000019	ATP-dependent 5'-3' RNA helicase activity
OG0002652	Belongs to the eukaryotic ribosomal protein eS7 family
OG0002765	Protein tyrosine kinase
OG0000041	Calcium calmodulin-dependent protein kinase
OG0003548	Ras family
OG0007141	ligase 1
OG0006735	Nuclear pore localisation protein NPL4
OG0002905	Peptidyl-tRNA hydrolase ICT1
OG0000624	ABC1 family
OG0000329	WD40 repeat-like protein
OG0000581	retinol dehydrogenase
OG0003241	5-azacytidine induced gene 1
OG0003062	Protein kinase domain
OG0004933	structural constituent of cytoskeleton
OG0001392	Sulfurates the molybdenum cofactor. Sulfation of molybdenum is essential for xanthine dehydrogenase (XDH) and aldehyde oxidase (ADO) enzymes in which molybdenum cofactor is liganded by 1 oxygen and 1 sulfur atom in active form
OG0005361	Protein kinase domain
OG0000542	-
OG0004511	L-ornithine transmembrane transporter activity
OG0004220	Belongs to the CDP-alcohol phosphatidyltransferase class-I family
OG0001279	PAS domain
OG0004594	Belongs to the GMC oxidoreductase family
OG0007325	KDEL (Lys-Asp-Glu-Leu) containing
OG0001728	Binds to the signal sequence of presecretory protein when they emerge from the ribosomes and transfers them to TRAM (translocating chain-associating membrane protein)
OG0002209	Source PGD
OG0003080	Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family
OG0003429	potassium:proton antiporter activity
OG0000472	RNA 2'-phosphotransferase, Tpt1 / KptA family
OG0000008	negative regulation of inclusion body assembly
OG0000441	AAA domain (dynein-related subfamily)
OG0000816	-
OG0001203	Flavin containing amine oxidoreductase
OG0002004	Belongs to the glycosyl hydrolase 31 family
OG0001730	Binds to the catalytic subunit of the cyclin dependent kinases and is essential for their biological function
OG0001761	ATP synthase
OG0003790	thiamine-containing compound biosynthetic process
OG0006953	Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate
OG0001287	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
OG0002133	Proteasome subunit beta type-6. Source PGD
OG0006254	PFAM peptidase M48 Ste24p
OG0000572	glutamate synthase
OG0000058	microtubule binding
OG0005238	Antibiotic biosynthesis monooxygenase
OG0007020	stress-activated protein kinase signaling cascade
OG0005399	PFAM aromatic amino acid beta-eliminating lyase threonine aldolase
OG0005695	Serine hydrolase (FSH1)
OG0001933	-
OG0005421	Family of unknown function (DUF572)
OG0007363	Protein geranylgeranyltransferase type I, beta subunit
OG0003308	Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate
OG0000116	JmjC domain, hydroxylase
OG0000282	Peptidyl-prolyl cis-trans isomerase
OG0000311	Domain of unknown function (DUF1736)
OG0005351	SRP19 protein
OG0002501	Pyridoxal 5'-phosphate (PLP)-binding protein, which may be involved in intracellular homeostatic regulation of pyridoxal 5'-phosphate (PLP), the active form of vitamin B6
OG0002109	NAD+ binding
OG0001174	3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity
OG0006660	NADPH-dependent FMN reductase
OG0000543	Belongs to the universal ribosomal protein uS7 family
OG0007629	Domain Homologous to E6-AP Carboxyl Terminus with
OG0000521	Mitogen-activated protein kinase
OG0001361	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
OG0005740	Component of the ribosome assembly machinery. Nuclear paralog of the ribosomal protein P0, it binds pre-60S subunits at an early stage of assembly in the nucleolus, and is replaced by P0 in cytoplasmic pre-60S subunits and mature 80S ribosomes
OG0007524	Glycosyl hydrolase family 3 C-terminal domain protein
OG0000036	serine threonine-protein kinase
OG0006509	N-lysine methyltransferase
OG0006979	Phosphotransferase enzyme family
OG0004597	Random slug cDNA-11
OG0003825	Endonuclease I
OG0000229	Oxidoreductase NAD-binding domain
OG0005955	dodecanoyl-[acyl-carrier-protein] hydrolase activity
OG0002949	'Cold-shock' DNA-binding domain
OG0005609	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
OG0003829	RNA uridylyltransferase activity
OG0003780	nitric oxide catabolic process
OG0000083	Brain-specific angiogenesis inhibitor
OG0005398	Serine/Threonine protein kinases, catalytic domain
OG0000221	DHHC palmitoyltransferase
OG0000910	Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ)
OG0000057	Mitogen-activated protein kinase kinase kinase NPK1
OG0001474	maturation of LSU-rRNA
OG0005561	polymerase (DNA directed), beta
OG0002743	ribosomal protein
OG0000189	PKS_DH
OG0007264	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
OG0003984	Belongs to the spermidine spermine synthase family
OG0006508	fructose 1,6-bisphosphate 1-phosphatase activity
OG0003636	Rhodanase C-terminal
OG0006120	Zinc finger DHHC-type containing 14
OG0002412	Uroporphyrinogen decarboxylase (URO-D)
OG0003204	U-box domain-containing protein
OG0006507	Ubiquitin carboxyl-terminal hydrolase
OG0005710	female pronucleus assembly
OG0004506	L-cystine transmembrane transporter activity
OG0007207	UNC-50 family
OG0000851	vacuolar transport
OG0003434	integral membrane protein
OG0004608	bile acid:sodium symporter activity
OG0000807	protein serine/threonine phosphatase activity
OG0005614	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
OG0007143	Phosphotransferase enzyme family
OG0003844	mRNA processing
OG0005342	Prokaryotic homologs of the JAB domain
OG0001926	ATPase family associated with various cellular activities (AAA)
OG0002256	vesicle fusion with Golgi apparatus
OG0007542	Histone H2B
OG0001251	metallocarboxypeptidase activity. It is involved in the biological process described with proteolysis
OG0002637	DnaJ-class molecular chaperone with C-terminal Zn finger domain
OG0007266	zinc finger
OG0002264	Aromatic amino acid permease
OG0001332	zinc finger
OG0001978	Calcineurin-like phosphoesterase
OG0004886	alkaline ceramidase
OG0007283	molybdopterin synthase activity
OG0001125	RNA recognition motif 2
OG0004520	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
OG0001452	Ankyrin repeat and SOCS box
OG0007281	Belongs to the protein kinase superfamily
OG0003312	ABC transporter
OG0000887	ATPase activity, coupled to transmembrane movement of substances
OG0003300	Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ
OG0002025	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
OG0002391	inactive tRNA-specific adenosine deaminase-like protein
OG0000454	polyketide synthase
OG0007419	RNA splicing
OG0001353	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
OG0002418	Ring finger domain
OG0000937	prolyl 4-hydroxylase
OG0000204	Glycosyl hydrolase family 7
OG0001906	DNA mismatch repair protein
OG0002253	tyrosine-tRNA ligase activity
OG0002187	metalloaminopeptidase activity
OG0003979	Cyclin-dependent kinase inhibitor 3 (CDKN3)
OG0006859	VDE lipocalin domain
OG0004560	DnaJ C terminal domain
OG0006036	GTP-binding protein
OG0004153	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis
OG0002094	Domain of unknown function (DUF4483)
OG0007581	RING-like zinc finger
OG0003875	Aminotransferase
OG0002149	integrin-mediated signaling pathway
OG0001808	ribosomal protein
OG0003070	Phosphatidate cytidylyltransferase
OG0003016	Belongs to the class I-like SAM-binding methyltransferase superfamily. gTMT family
OG0000209	Helicase
OG0004012	MAP kinase activity
OG0000136	Random slug cDNA-11
OG0000751	Kinase-like
OG0005391	Histidine kinase
OG0001485	Catalyzes the formation of S-adenosylmethionine from methionine and ATP
OG0000613	methenyltetrahydrofolate cyclohydrolase activity
OG0006863	AP-3 complex subunit beta. Source PGD
OG0001128	NHL repeat
OG0003323	Peptidyl-prolyl cis-trans isomerase
OG0002816	Glycosyltransferase (GlcNAc)
OG0000883	decanoate-CoA ligase activity
OG0000109	cell redox homeostasis
OG0005303	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome
OG0007606	Belongs to the mitochondrial carrier (TC 2.A.29) family
OG0002921	Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family
OG0006790	Sulfite exporter TauE/SafE
OG0002516	Dihydroxyacetone kinase
OG0000467	Subtilase family
OG0003012	ATP-dependent RNA helicase
OG0001296	Ribosomal RNA methyltransferase
OG0000366	cysteine biosynthetic process from serine
OG0005778	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity
OG0004828	dna-directed rna polymerase ii
OG0002763	von Willebrand factor (vWF) type A domain
OG0005910	Polynucleotide kinase 3 phosphatase
OG0001146	Uncharacterized ACR, COG1678
OG0001590	-
